SA2_CODE_2021,city_chooser,income_household,mortgage_existing,rent,house_price,rental_yield
506041136,Perth,73164,18720,15600,1000000,1.5599999999999998
506041137,Perth,81692,19500,17160,1000000,1.7160000000000002
506051138,Perth,95628,21600,18720,1000000,1.872
506051139,Perth,91416,20796,19760,1000000,1.976
506051140,Perth,96928,24408,19500,1000000,1.95
506051141,Perth,107640,25200,18200,1000000,1.82
506061142,Perth,108472,22968,19760,1000000,1.976
506061143,Perth,115336,26004,19500,1000000,1.95
506061144,Perth,101712,26004,16900,1000000,1.69
506071145,Perth,93808,24576,18304,1000000,1.8304
506071146,Perth,111592,30000,17732,1000000,1.7732
506071147,Perth,109876,28656,19500,1000000,1.95
507011148,Perth,127712,24000,21840,1000000,2.1839999999999997
507011150,Perth,110500,33804,48880,1000000,4.888
507011151,Perth,0,0,0,1000000,0
507011152,Perth,111176,26004,20800,1000000,2.08
507011153,Perth,82056,20796,16120,1000000,1.6119999999999999
507011154,Perth,72592,20796,16640,1000000,1.664
507011155,Perth,23400,30000,0,1000000,0
507011158,Perth,133432,33804,23920,1000000,2.392
507011159,Perth,89180,20160,18720,1000000,1.872
507011160,Perth,76596,20796,18200,1000000,1.82
507011161,Perth,118196,23916,20800,1000000,2.08
507011163,Perth,99580,20796,18200,1000000,1.82
507011259,Perth,113256,24000,20020,1000000,2.002
507011260,Perth,120796,26004,23036,1000000,2.3036000000000003
507021164,Perth,118976,31200,21840,1000000,2.1839999999999997
507021165,Perth,101504,26004,20020,1000000,2.002
507021166,Perth,94172,24852,18200,1000000,1.82
507021167,Perth,55224,0,19812,1000000,1.9812
507031169,Perth,107536,21600,18200,1000000,1.82
507031170,Perth,63076,15600,14300,1000000,1.43
507031172,Perth,90948,9996,18200,1000000,1.82
507031173,Perth,58448,16008,15600,1000000,1.5599999999999998
507031174,Perth,67236,15996,14040,1000000,1.4040000000000001
507031261,Perth,118872,24000,20800,1000000,2.08
507041175,Perth,126620,32400,24700,1000000,2.4699999999999998
507041176,Perth,118768,26400,21840,1000000,2.1839999999999997
507041177,Perth,95784,25380,18200,1000000,1.82
507041178,Perth,111696,31200,21840,1000000,2.1839999999999997
507041179,Perth,97760,26004,21840,1000000,2.1839999999999997
507041180,Perth,121160,26004,22880,1000000,2.2880000000000003
507041181,Perth,119184,29040,21840,1000000,2.1839999999999997
507041182,Perth,94848,24180,20800,1000000,2.08
507041183,Perth,86320,23604,14716,1000000,1.4716
507041184,Perth,120848,27804,28340,1000000,2.834
507051186,Perth,63908,15600,15600,1000000,1.5599999999999998
507051187,Perth,99892,20400,18200,1000000,1.82
507051188,Perth,59644,18204,15600,1000000,1.5599999999999998
507051189,Perth,23400,0,0,1000000,0
507051190,Perth,70460,20088,15600,1000000,1.5599999999999998
507051191,Perth,117884,23400,18980,1000000,1.8980000000000001
507051192,Perth,83824,19200,16640,1000000,1.664
507051193,Perth,78104,18204,16640,1000000,1.664
507051312,Perth,101764,22104,18200,1000000,1.82
507051313,Perth,112372,22980,19240,1000000,1.924
507051314,Perth,110344,22284,19240,1000000,1.924
509011225,Regional,64792,17268,15600,1000000,1.5599999999999998
509011226,Regional,80704,21600,13000,1000000,1.3
509011227,Regional,72280,18600,17680,1000000,1.7680000000000002
509011228,Regional,58968,18204,15600,1000000,1.5599999999999998
509011229,Regional,77168,10404,9360,1000000,0.936
509011230,Regional,70044,12912,10400,1000000,1.04
509011231,Regional,72020,12000,9308,1000000,0.9308000000000001
509011232,Regional,77740,20400,14300,1000000,1.43
509011233,Regional,72124,18720,15340,1000000,1.534
509011234,Regional,61412,15336,11700,1000000,1.17
509011235,Regional,0,0,0,1000000,0
509021236,Regional,106288,25200,16640,1000000,1.664
509021237,Regional,64896,12000,8788,1000000,0.8788
509021238,Regional,62504,10404,8476,1000000,0.8475999999999999
509021239,Regional,68692,19728,15340,1000000,1.534
509021240,Regional,72124,11124,10400,1000000,1.04
509021241,Regional,82316,12000,11128,1000000,1.1128
509021242,Regional,66872,8628,6916,1000000,0.6916
509021243,Regional,68432,16716,13000,1000000,1.3
509021244,Regional,66144,18768,14820,1000000,1.482
509021245,Regional,57304,15600,13000,1000000,1.3
509031246,Regional,65416,12996,10400,1000000,1.04
509031247,Regional,76960,8916,8320,1000000,0.832
509031248,Regional,85488,20796,14560,1000000,1.456
509031249,Regional,67288,14040,12480,1000000,1.248
509031250,Regional,70460,12996,9880,1000000,0.988
510011262,Regional,115544,26004,17160,1000000,1.7160000000000002
510011263,Regional,69004,19548,5200,1000000,0.52
510011264,Regional,56992,19200,4680,1000000,0.468
510011265,Regional,96616,24000,11960,1000000,1.196
510011266,Regional,59280,26004,5200,1000000,0.52
510021267,Regional,60268,29220,3640,1000000,0.364
510021268,Regional,155740,12384,5720,1000000,0.5720000000000001
510021269,Regional,176904,21996,10920,1000000,1.0919999999999999
510021270,Regional,134472,16644,12480,1000000,1.248
510031271,Regional,152724,19356,2496,1000000,0.2496
510031272,Regional,166088,23664,16640,1000000,1.664
510031273,Regional,155116,26004,7800,1000000,0.7799999999999999
511011274,Regional,77584,19200,14040,1000000,1.4040000000000001
511011275,Regional,85956,12480,12116,1000000,1.2116
511021276,Regional,73632,15600,11180,1000000,1.118
511021277,Regional,89804,23400,13676,1000000,1.3676000000000001
511031278,Regional,104052,15708,15600,1000000,1.5599999999999998
511031279,Regional,123448,20400,15600,1000000,1.5599999999999998
511031280,Regional,130728,20760,17160,1000000,1.7160000000000002
511031281,Regional,0,0,0,1000000,0
511031282,Regional,84604,11328,10400,1000000,1.04
511031283,Regional,73060,7608,3640,1000000,0.364
511031284,Regional,0,0,0,1000000,0
511041285,Regional,59436,15600,11960,1000000,1.196
511041286,Regional,80756,18204,11700,1000000,1.17
511041287,Regional,99580,20796,16120,1000000,1.6119999999999999
511041288,Regional,103064,19932,15600,1000000,1.5599999999999998
511041289,Regional,60736,18444,13000,1000000,1.3
511041290,Regional,62504,7800,6240,1000000,0.624
511041291,Regional,68120,9600,9100,1000000,0.91
511041292,Regional,66352,16800,11700,1000000,1.17
597979799,Regional,117000,20796,0,1000000,0
599999499,Regional,0,0,0,1000000,0
601011001,Hobart,50492,12996,13000,1000000,1.3
601011002,Hobart,84760,18096,18200,1000000,1.82
601011003,Hobart,97500,18204,20800,1000000,2.08
601021004,Hobart,78624,19200,18720,1000000,1.872
601021005,Hobart,113932,21600,20800,1000000,2.08
601021006,Hobart,90584,19500,19760,1000000,1.976
601021007,Hobart,92924,20796,21840,1000000,2.1839999999999997
601021008,Hobart,82576,19440,20800,1000000,2.08
601021009,Hobart,65416,15600,16120,1000000,1.6119999999999999
601021010,Hobart,57408,12996,16640,1000000,1.664
601021011,Hobart,68692,16644,16900,1000000,1.69
601021012,Hobart,100568,19200,19240,1000000,1.924
601031013,Hobart,94484,18276,18200,1000000,1.82
601031014,Hobart,67392,15600,16120,1000000,1.6119999999999999
601031015,Hobart,64532,15600,16640,1000000,1.664
601031016,Hobart,67652,15600,16900,1000000,1.69
601031017,Hobart,59852,15600,16640,1000000,1.664
601031018,Hobart,74568,17376,18200,1000000,1.82
601031019,Hobart,73736,16644,17160,1000000,1.7160000000000002
601031020,Hobart,61256,14400,15080,1000000,1.508
601031021,Hobart,77688,17160,17680,1000000,1.7680000000000002
601041022,Hobart,80288,19512,19760,1000000,1.976
601041023,Hobart,92456,20220,20800,1000000,2.08
601041024,Hobart,96356,19500,19240,1000000,1.924
601041025,Hobart,0,0,0,1000000,0
601041026,Hobart,99320,21420,22100,1000000,2.21
601051027,Hobart,90532,21600,21580,1000000,2.158
601051028,Hobart,99632,19968,19240,1000000,1.924
601051029,Hobart,97396,21840,18720,1000000,1.872
601051030,Hobart,84292,21264,17680,1000000,1.7680000000000002
601051031,Hobart,99476,26004,21788,1000000,2.1788
601051032,Hobart,95004,19500,19760,1000000,1.976
601051033,Hobart,103688,23400,20800,1000000,2.08
601061034,Hobart,71396,15600,17160,1000000,1.7160000000000002
601061035,Hobart,74828,18072,18460,1000000,1.846
602011036,Regional,58656,13104,14820,1000000,1.482
602011037,Regional,67496,15600,15912,1000000,1.5912
602011038,Regional,82212,18852,16640,1000000,1.664
602011039,Regional,85072,18204,18200,1000000,1.82
602011040,Regional,59176,12600,15080,1000000,1.508
602011041,Regional,57824,14040,13000,1000000,1.3
602011042,Regional,75504,16896,16120,1000000,1.6119999999999999
602011043,Regional,76076,16464,16640,1000000,1.664
602011044,Regional,71604,18000,15600,1000000,1.5599999999999998
602011045,Regional,44616,10404,11700,1000000,1.17
602011046,Regional,79144,17160,15600,1000000,1.5599999999999998
602011047,Regional,71396,15480,15600,1000000,1.5599999999999998
602011048,Regional,67288,15600,15080,1000000,1.508
602011049,Regional,83928,16644,15600,1000000,1.5599999999999998
602011050,Regional,68016,13932,13000,1000000,1.3
602011051,Regional,76388,15648,15600,1000000,1.5599999999999998
602011052,Regional,74464,15756,15340,1000000,1.534
602021053,Regional,49088,12996,13000,1000000,1.3
602021054,Regional,56836,14304,12740,1000000,1.274
602021055,Regional,71292,15720,15236,1000000,1.5236
602021056,Regional,82212,16896,13780,1000000,1.3780000000000001
602021057,Regional,62972,14916,13000,1000000,1.3
602031058,Regional,82160,16380,13520,1000000,1.352
602031059,Regional,52104,12996,11440,1000000,1.1440000000000001
602031060,Regional,63284,15600,13520,1000000,1.352
602031061,Regional,54392,12276,10400,1000000,1.04
602031062,Regional,75764,15888,14560,1000000,1.456
602031064,Regional,43420,12996,12480,1000000,1.248
602031099,Regional,54964,10404,7228,1000000,0.7228
602031100,Regional,54080,12996,11440,1000000,1.1440000000000001
603011065,Regional,52884,10728,10400,1000000,1.04
603011066,Regional,69316,14868,13416,1000000,1.3416000000000001
603011067,Regional,69160,15600,13000,1000000,1.3
603011068,Regional,58500,0,0,1000000,0
603021069,Regional,67392,17400,15600,1000000,1.5599999999999998
603021070,Regional,56004,15600,15080,1000000,1.508
603021071,Regional,55068,12996,14560,1000000,1.456
603021072,Regional,74308,17160,15340,1000000,1.534
603031073,Regional,44876,12996,13000,1000000,1.3
603031074,Regional,52260,13260,13000,1000000,1.3
604011075,Regional,50232,11868,12376,1000000,1.2376
604011076,Regional,75036,15600,11700,1000000,1.17
604011077,Regional,56628,11532,12480,1000000,1.248
604011078,Regional,68692,15600,12272,1000000,1.2272
604011079,Regional,69992,15600,13520,1000000,1.352
604011080,Regional,69368,14532,13520,1000000,1.352
604011081,Regional,57200,14304,12480,1000000,1.248
604011082,Regional,54028,13476,13000,1000000,1.3
604011083,Regional,55068,14556,12480,1000000,1.248
604011084,Regional,54496,14820,11648,1000000,1.1648
604021085,Regional,56836,14304,13000,1000000,1.3
604021086,Regional,49400,12996,12272,1000000,1.2272
604021087,Regional,61984,15600,13000,1000000,1.3
604021088,Regional,81172,15660,15080,1000000,1.508
604021089,Regional,66508,17160,14560,1000000,1.456
604021090,Regional,79612,15600,14300,1000000,1.43
604021091,Regional,62868,15036,11960,1000000,1.196
604021092,Regional,82576,16800,14040,1000000,1.4040000000000001
604031093,Regional,69160,12996,9880,1000000,0.988
604031094,Regional,70512,13764,10400,1000000,1.04
604031095,Regional,61828,12996,11544,1000000,1.1544
604031096,Regional,69108,14040,13000,1000000,1.3
604031097,Regional,49816,7800,8320,1000000,0.832
604031098,Regional,0,0,0,1000000,0
697979799,Regional,0,0,0,1000000,0
699999499,Regional,0,0,0,1000000,0
701011001,Darwin,0,0,0,1000000,0
701011002,Darwin,111852,21372,23400,1000000,2.34
701011003,Darwin,23400,0,0,1000000,0
701011004,Darwin,114244,24000,20280,1000000,2.028
701011005,Darwin,123344,21600,20540,1000000,2.054
701011006,Darwin,103376,26004,13520,1000000,1.352
701011007,Darwin,116012,26784,21580,1000000,2.158
701011008,Darwin,118456,23760,20800,1000000,2.08
701011009,Darwin,146952,26976,25480,1000000,2.548
701021010,Darwin,108316,21324,17680,1000000,1.7680000000000002
701021011,Darwin,117988,24000,20800,1000000,2.08
701021012,Darwin,117000,31200,19240,1000000,1.924
701021013,Darwin,123344,22800,20436,1000000,2.0436
701021014,Darwin,0,0,0,1000000,0
701021015,Darwin,0,0,0,1000000,0
701021016,Darwin,80548,19200,15600,1000000,1.5599999999999998
701021017,Darwin,81848,0,33020,1000000,3.302
701021018,Darwin,123292,24180,20800,1000000,2.08
701021019,Darwin,92716,23400,15236,1000000,1.5236
701021020,Darwin,115596,24000,20800,1000000,2.08
701021021,Darwin,154180,31200,14560,1000000,1.456
701021022,Darwin,92248,24000,18200,1000000,1.82
701021023,Darwin,94484,20796,17680,1000000,1.7680000000000002
701021024,Darwin,105716,23400,16120,1000000,1.6119999999999999
701021025,Darwin,106652,23664,18200,1000000,1.82
701021026,Darwin,114816,23472,18200,1000000,1.82
701021027,Darwin,105144,24000,19500,1000000,1.95
701021028,Darwin,108316,21840,17680,1000000,1.7680000000000002
701021029,Darwin,126828,26004,21320,1000000,2.1319999999999997
701021030,Darwin,121212,24000,22100,1000000,2.21
701031031,Darwin,126984,28596,18200,1000000,1.82
701031032,Darwin,133588,28164,20800,1000000,2.08
701031033,Darwin,55224,0,6760,1000000,0.676
701031034,Darwin,111956,28596,19240,1000000,1.924
701031035,Darwin,102388,26004,16796,1000000,1.6795999999999998
701041036,Darwin,101660,20904,19760,1000000,1.976
701041037,Darwin,103168,23400,18200,1000000,1.82
701041038,Darwin,133744,26004,26000,1000000,2.6
701041039,Darwin,76908,20700,15600,1000000,1.5599999999999998
701041040,Darwin,78780,19584,15340,1000000,1.534
701041041,Darwin,127140,24000,23920,1000000,2.392
701041042,Darwin,131404,27600,23400,1000000,2.34
701041043,Darwin,123552,26004,20800,1000000,2.08
701041044,Darwin,98332,21600,18720,1000000,1.872
702011045,Regional,105352,0,18200,1000000,1.82
702011046,Regional,106184,20796,18720,1000000,1.872
702011047,Regional,111644,0,20800,1000000,2.08
702011048,Regional,117884,21600,20800,1000000,2.08
702011049,Regional,118976,20796,20800,1000000,2.08
702011050,Regional,64896,9096,6396,1000000,0.6396
702011051,Regional,101556,0,14560,1000000,1.456
702011052,Regional,58916,0,3120,1000000,0.312
702011053,Regional,66404,0,0,1000000,0
702011054,Regional,56732,2544,3900,1000000,0.38999999999999996
702021055,Regional,60944,1308,3640,1000000,0.364
702021056,Regional,87204,13368,9360,1000000,0.936
702031057,Regional,66508,17160,5200,1000000,0.52
702031058,Regional,61464,14172,4160,1000000,0.416
702031059,Regional,40924,0,2600,1000000,0.26
702031060,Regional,39364,10140,4160,1000000,0.416
702031061,Regional,71188,3636,4160,1000000,0.416
702041062,Regional,83096,12996,4160,1000000,0.416
702041063,Regional,80704,11964,4680,1000000,0.468
702041064,Regional,145548,20892,5720,1000000,0.5720000000000001
702051065,Regional,72228,15600,4160,1000000,0.416
702051066,Regional,66612,13404,3900,1000000,0.38999999999999996
702051067,Regional,109772,19500,15340,1000000,1.534
702051068,Regional,56940,16908,3900,1000000,0.38999999999999996
797979799,Regional,10823800,0,0,1000000,0
799999499,Regional,0,0,0,1000000,0
801011001,Canberrra,164372,30000,27560,1000000,2.7560000000000002
801011002,Canberrra,92352,18204,22360,1000000,2.236
801011003,Canberrra,117832,20796,22360,1000000,2.236
801011004,Canberrra,94536,21060,19760,1000000,1.976
801011005,Canberrra,117988,26004,22880,1000000,2.2880000000000003
801011006,Canberrra,130156,24000,24180,1000000,2.418
801011007,Canberrra,126256,24000,24232,1000000,2.4232
801011008,Canberrra,108264,23400,21580,1000000,2.158
801011009,Canberrra,141856,26004,25012,1000000,2.5012
801011010,Canberrra,136136,26004,23400,1000000,2.34
801011011,Canberrra,127244,26004,23920,1000000,2.392
801011012,Canberrra,364000,0,0,1000000,0
801011013,Canberrra,117052,24000,19500,1000000,1.95
801011014,Canberrra,116896,24000,20800,1000000,2.08
801011015,Canberrra,103116,23400,20592,1000000,2.0591999999999997
801011016,Canberrra,121472,26004,23920,1000000,2.392
801011017,Canberrra,110500,24000,20800,1000000,2.08
801011018,Canberrra,129584,24000,28496,1000000,2.8496
801011019,Canberrra,121888,24000,24128,1000000,2.4128
801011020,Canberrra,101244,24000,20800,1000000,2.08
801011021,Canberrra,139724,26004,22776,1000000,2.2776
801011022,Canberrra,120952,25200,20800,1000000,2.08
801011023,Canberrra,92196,24000,22776,1000000,2.2776
801011024,Canberrra,105300,23400,20280,1000000,2.028
801011025,Canberrra,122616,25440,19500,1000000,1.95
801011026,Canberrra,174148,30000,25480,1000000,2.548
801011111,Canberrra,247000,0,19500,1000000,1.95
801011142,Canberrra,0,0,0,1000000,0
801011143,Canberrra,136708,26292,26780,1000000,2.6780000000000004
801011144,Canberrra,195000,0,7800,1000000,0.7799999999999999
801031031,Canberrra,61724,0,5720,1000000,0.5720000000000001
801031032,Canberrra,194948,31200,17680,1000000,1.7680000000000002
801031113,Canberrra,52156,18552,13676,1000000,1.3676000000000001
801031114,Canberrra,115336,15600,21840,1000000,2.1839999999999997
801031115,Canberrra,164112,36396,18980,1000000,1.8980000000000001
801041034,Canberrra,143988,25896,23920,1000000,2.392
801041035,Canberrra,146172,26004,27040,1000000,2.704
801041036,Canberrra,139360,26004,26104,1000000,2.6104
801041037,Canberrra,146172,28800,23920,1000000,2.392
801041038,Canberrra,184756,29772,30680,1000000,3.068
801041039,Canberrra,123916,22620,23920,1000000,2.392
801041040,Canberrra,114816,21612,23400,1000000,2.34
801041043,Canberrra,139412,35400,19500,1000000,1.95
801041044,Canberrra,137072,24000,23400,1000000,2.34
801041045,Canberrra,45448,0,0,1000000,0
801041046,Canberrra,115388,23400,23400,1000000,2.34
801041047,Canberrra,162968,27600,26104,1000000,2.6104
801041048,Canberrra,120432,23280,23400,1000000,2.34
801041116,Canberrra,0,0,0,1000000,0
801041117,Canberrra,0,0,0,1000000,0
801041118,Canberrra,112320,21264,23400,1000000,2.34
801041119,Canberrra,71500,0,11804,1000000,1.1804000000000001
801041120,Canberrra,140348,26004,24440,1000000,2.444
801041121,Canberrra,138060,30000,14664,1000000,1.4664
801041122,Canberrra,165412,32520,19500,1000000,1.95
801051049,Canberrra,0,0,468,1000000,0.0468
801051050,Canberrra,126568,31200,19084,1000000,1.9084
801051051,Canberrra,117468,21636,25740,1000000,2.574
801051053,Canberrra,116064,23400,28600,1000000,2.86
801051054,Canberrra,118404,22848,26000,1000000,2.6
801051055,Canberrra,117884,26004,21840,1000000,2.1839999999999997
801051056,Canberrra,136396,30000,19448,1000000,1.9448
801051057,Canberrra,108368,21600,22100,1000000,2.21
801051058,Canberrra,130936,30000,23452,1000000,2.3452
801051060,Canberrra,121160,22812,24960,1000000,2.496
801051061,Canberrra,125528,24804,22724,1000000,2.2724
801051123,Canberrra,0,0,0,1000000,0
801051124,Canberrra,158496,28800,28600,1000000,2.86
801051125,Canberrra,161200,0,14040,1000000,1.4040000000000001
801051126,Canberrra,0,0,0,1000000,0
801051127,Canberrra,118144,27600,22360,1000000,2.236
801051128,Canberrra,0,0,0,1000000,0
801061062,Canberrra,162084,38160,29120,1000000,2.912
801061063,Canberrra,174876,30240,29640,1000000,2.964
801061064,Canberrra,132184,25416,24024,1000000,2.4024
801061066,Canberrra,0,0,0,1000000,0
801061067,Canberrra,122356,28704,22880,1000000,2.2880000000000003
801061068,Canberrra,71500,0,9256,1000000,0.9256
801061069,Canberrra,204776,42000,26000,1000000,2.6
801061070,Canberrra,173004,41100,28444,1000000,2.8444000000000003
801061129,Canberrra,128024,24180,27300,1000000,2.73
801061130,Canberrra,71448,36396,16796,1000000,1.6795999999999998
801061131,Canberrra,128388,23400,26520,1000000,2.6519999999999997
801071071,Canberrra,125788,24000,22048,1000000,2.2048
801071072,Canberrra,115596,23400,23140,1000000,2.314
801071073,Canberrra,127920,24000,23296,1000000,2.3296
801071074,Canberrra,119184,24000,21320,1000000,2.1319999999999997
801071075,Canberrra,133848,25776,20280,1000000,2.028
801071076,Canberrra,171704,28596,32240,1000000,3.2239999999999998
801071077,Canberrra,125632,24576,22360,1000000,2.236
801071078,Canberrra,120692,23400,21840,1000000,2.1839999999999997
801071079,Canberrra,139048,26004,22880,1000000,2.2880000000000003
801071080,Canberrra,96564,19500,23400,1000000,2.34
801071081,Canberrra,110812,22560,23400,1000000,2.34
801071082,Canberrra,114764,24000,20800,1000000,2.08
801071083,Canberrra,157924,26400,27040,1000000,2.704
801071084,Canberrra,112528,24696,23400,1000000,2.34
801071085,Canberrra,0,0,0,1000000,0
801071086,Canberrra,124436,25800,20800,1000000,2.08
801071087,Canberrra,106236,24000,20332,1000000,2.0332
801071088,Canberrra,134576,24024,22360,1000000,2.236
801071089,Canberrra,101816,21576,16640,1000000,1.664
801071090,Canberrra,119340,25200,20800,1000000,2.08
801071132,Canberrra,195000,0,28392,1000000,2.8392
801081091,Canberrra,161772,31200,23400,1000000,2.34
801081092,Canberrra,134836,29712,23140,1000000,2.314
801081093,Canberrra,118300,28248,21580,1000000,2.158
801081094,Canberrra,121576,26004,24180,1000000,2.418
801081095,Canberrra,114764,25680,16744,1000000,1.6743999999999999
801081096,Canberrra,114712,27096,23920,1000000,2.392
801081097,Canberrra,116844,26100,19708,1000000,1.9707999999999999
801081098,Canberrra,122772,26400,21840,1000000,2.1839999999999997
801081133,Canberrra,120848,24000,12740,1000000,1.274
801091099,Canberrra,122044,28596,23400,1000000,2.34
801091100,Canberrra,150072,31200,23400,1000000,2.34
801091101,Canberrra,132080,31200,23400,1000000,2.34
801091102,Canberrra,155220,31200,28600,1000000,2.86
801091103,Canberrra,145444,32400,20800,1000000,2.08
801091104,Canberrra,138840,27600,27040,1000000,2.704
801091105,Canberrra,107224,28596,18720,1000000,1.872
801091106,Canberrra,114608,26004,20800,1000000,2.08
801091107,Canberrra,232752,40956,50700,1000000,5.07
801091108,Canberrra,122824,28596,22360,1000000,2.236
801091109,Canberrra,107900,19296,22880,1000000,2.2880000000000003
801091110,Canberrra,135824,29640,24856,1000000,2.4856
801101134,Canberrra,58500,0,0,1000000,0
801101135,Canberrra,136968,24000,24960,1000000,2.496
801101136,Canberrra,167388,28800,25896,1000000,2.5896
801101137,Canberrra,0,0,0,1000000,0
801101139,Canberrra,133068,23400,23972,1000000,2.3972
801101145,Canberrra,0,0,0,1000000,0
801101146,Canberrra,46800,33000,0,1000000,0
801111140,Canberrra,162968,27504,20020,1000000,2.002
801111141,Canberrra,146224,51996,20800,1000000,2.08
897979799,Regional,0,0,0,1000000,0
899999499,Regional,0,0,0,1000000,0
901011001,Regional,109668,15600,7800,1000000,0.7799999999999999
901021002,Regional,130988,23664,12012,1000000,1.2012
901031003,Regional,94900,22188,4680,1000000,0.468
901041004,Regional,61568,15600,12480,1000000,1.248
997979799,Regional,0,0,0,1000000,0
999999499,Regional,0,0,0,1000000,0
